547.81,1732.54,279.72,84.4147,-25.7194,-33.0436,
625.22,1747.64,111.41,83.8489,-26.1411,-17.8268,
555.94,1864.02,-19.88,88.3396,23.4204,-3.5498,
732.06,1805.55,-11.29,39.6274,-68.1637,29.5019,
520.14,1797.78,146.19,85.7168,-19.8696,-5.3127,
423.34,1833.7,252.69,128.3174,-77.6759,-73.5897,
569.87,1836.77,3.66,62.902,56.1076,-28.0201,
680.28,1664.86,-59.55,-116.5351,-82.4553,-166.294,
591.59,1822.31,55.11,98.3247,-48.5604,-18.944,
808.92,1808.52,13.16,87.8204,27.8592,-11.0011,
985.87,1697.93,151.24,66.9476,31.2948,-19.4289,
851.77,1777.51,-70.54,80.1744,10.2615,-25.6157,
959.74,1817.1,-67.71,71.8119,-57.8402,1.9949,
854.96,1701.31,-68.64,7.1517,-79.2802,75.8573,
698.2,1674.55,311.93,92.7749,20.6686,-28.5278,
924.22,1625.4,236.01,76.527,19.7762,-39.2456,
1011.07,1630.39,51.57,-71.6286,50.0207,175.2037,
951.07,1832.73,-22.64,65.1837,66.8331,-45.8589,
802.95,1633.07,169.81,68.3922,48.6985,-46.9362,
701.95,1632.46,251.34,115.6546,68.7264,6.1278,
651.05,1715.53,304,103.8153,-6.1908,-38.4303,
742.69,1925.6,492.24,89.9568,-28.1476,-26.7339,
498.26,1828.57,130.45,93.3238,29.5743,-8.4095,
693.68,1708.65,100.16,78.276,-24.5492,-7.212,
718.02,1856.3,62.08,80.8135,-19.6832,-11.8588,
809.62,1782.94,116.76,-30.6385,-67.2782,98.2817,
786.4,1858.75,62.8,79.9362,20.7404,-19.9626,
796.66,1916.06,57.05,79.47,15.7715,-11.229,
718.14,1727.13,47.99,80.5505,11.6947,-12.6349,
388.74,1952.28,155.8,117.572,84.5222,6.399,
813.89,1764.18,102.23,71.6735,-20.7122,-23.0314,
707.11,1864.82,15.13,69.7799,51.5052,-48.0445,
769.23,1712.54,36.26,67.1958,35.6415,-37.379,
601.02,1665.87,59.49,-104.2161,40.6976,155.4072,
750.85,1825.41,75.25,58.3699,40.2294,-37.2947,
575.4,1761.89,101.66,55.8885,65.534,-50.2916,
616.87,1961.89,56.19,56.227,50.1845,-56.1764,
595.22,1812.23,12.11,20.666,70.483,-83.5684,
700.75,1885.93,-43.22,6.4359,83.1737,-104.5988,
582.42,1861.75,91.87,-87.3809,42.8753,-174.0578,
623.04,1709.02,51.32,93.4928,82.1555,-16.6235,
739.88,1629.49,252.99,-53.7865,68.0518,-161.1139,
780.06,1753.63,-3.39,-93.5295,78.6332,165.8035,
983.01,1803.31,32.72,72.4985,61.3811,-39.1552,
673.75,1730.46,66.01,88.8554,51.9919,-9.7291,
734.5,1858.07,76.48,79.177,-50.1864,-2.1383,
706.52,1832.59,241.11,43.7296,-85.3859,26.6733,
712.56,1704.85,350.41,74.3225,-60.6823,-21.3059,
826.81,1803.48,110.26,-17.7123,72.126,-123.1707,
809.93,1922.32,79.49,-71.8945,55.7791,173.2152,
887.17,1748.82,-110.04,-65.9793,50.2786,-175.5695,
567.54,1836.77,-132.39,-76.8058,84.8035,172.7528,
897.37,1743.99,-121.54,56.5978,-59.9383,19.9652,
932.55,1728.8,114.23,-61.9821,-64.0756,126.6167,
600.06,2044.88,-9.54,78.912,-37.1229,2.0292,
658.06,1798.43,44.67,-62.4014,-53.1,132.3487,
734.15,1843,78.14,-70.6014,7.8968,158.6015,
481.97,1917.77,82.92,-97.681,32.8068,148.5491,
721.61,1728.52,145.21,-78.1563,-60.6217,143.0139,
645.67,1750.66,37.85,35.4989,-74.2306,38.1358,
