-0.04174774,0.19994076,0.00874680,-1.84770858,-0.09788696,-1.15866876,0.39851707,
0.19212295,0.95676726,0.00977219,-0.96773458,-0.10031983,-1.06720614,-0.44478396,
-0.15837127,1.01830232,0.00907349,-0.96736091,-0.02100250,-1.29144406,1.13085914,
0.09053452,0.42757583,0.00868759,-1.90299904,-0.00765442,-1.43661928,1.70459807,
-0.79269314,0.38356534,0.92983657,-2.19128561,-0.36837950,-1.43525326,-0.36136585,
-1.15105832,0.38398165,1.34761882,-2.37161350,0.08087417,-1.48158264,-0.36141258,
-1.03021145,0.37799960,1.34740579,-0.81167626,-0.25153595,0.12140136,1.05542970,
-0.46047941,0.62591797,1.34801555,-0.39557478,-1.64222562,0.19632873,1.05541658,
-0.11988052,0.72834128,0.38043442,-0.04455831,-0.90664792,0.02181503,1.05425954,
-0.02787704,0.65739310,0.38042679,0.77910382,-0.17814972,1.04236555,1.05423546,
-0.05026947,1.08214378,1.06178451,0.81084722,0.04536758,1.03916717,1.05418146,
-0.05278869,1.42637610,-0.01992142,0.41574535,-0.31265563,-0.39250267,1.05418468,
0.41174346,1.58464265,1.02455580,0.43462050,-1.03151155,-0.83666044,1.05418634,
0.50799650,1.90971863,1.05456889,0.64776284,-1.14129114,-0.79069042,1.05280411,
0.89933044,1.47962630,1.05468857,0.64706570,-0.40268859,-1.00971389,1.05280578,
0.80832791,1.86268866,1.05479538,0.56560105,-0.68058592,-0.98730397,-0.94725066,
0.63458329,2.10582447,0.90817213,0.63429791,-0.47100067,-1.24117005,-0.94725317,
1.22234583,1.84013331,0.90843916,0.50248104,-0.13325562,-1.49908793,-0.94725871,
0.41860777,1.59697044,0.90803754,0.53488493,-0.27248961,-0.62087739,-0.94724256,
0.08919083,1.40308535,0.48607406,0.36010259,-1.26722312,-0.52786821,-0.94724202,
0.07798538,1.70995116,0.48707807,0.39546946,-3.74261618,0.51985961,-2.04176545,
0.33642516,1.58950639,0.47538283,0.86619169,-4.02269793,-0.06569336,-2.04181266,
0.00373077,0.98651940,0.47542861,0.09541959,-4.02487135,-0.06564949,-2.04181123,
-0.33697966,0.65938199,0.18922576,-0.49732214,-3.60252523,-0.06574692,-2.04181218,
-0.33245665,0.02289970,0.18927200,-1.04930437,-3.75228047,-0.06570282,-2.04181218,
-0.33567017,-0.43829295,0.19092330,-1.47038341,-4.17695951,-0.10909050,-2.67526340,
-0.09545135,-0.37627757,0.39520141,-1.58261871,-4.59904146,-0.63043952,-2.67527175,
0.22055374,-0.38221636,0.73607558,-1.64776397,-4.84641075,-1.23034728,-2.67527270,
0.15797745,0.66137320,0.73680526,-1.20490134,-5.88901949,-1.39371359,-2.67526460,
0.03698913,0.64631140,0.95921189,-1.61518562,-5.88830042,-1.75580049,-3.94785810,
0.10495987,0.57800287,0.99611920,-1.17237449,-5.50462008,-1.16509664,-3.94238329,
-0.31100830,0.83734828,0.99544388,-0.46903005,-4.77821970,0.42236480,-3.94256854,
-0.30125701,0.80973464,0.99538040,-0.46935523,-2.88906884,0.41974273,-5.13010073,
-0.34219208,0.87073529,0.99537671,-0.40919486,-1.14806092,-0.46985510,-5.13011599,
-0.39767212,1.10215282,0.65248531,-0.70318341,-0.65433925,-0.91704214,-5.13012123,
-0.08168595,1.50412154,0.31263152,0.19084769,-0.36505705,-0.69700241,-5.13012552,
0.16233689,1.98540068,0.31263322,0.13731213,-0.08887421,-1.12099433,-5.13012743,
0.41915679,1.93768716,0.31268203,0.27577630,0.24644378,-1.12098575,-5.13013458,
