-0.07926199,-0.68265820,-0.00036085,-0.01399434,-0.07359906,-0.28381103,0.00000679,
-0.07335496,-0.18097271,0.08047155,1.68188703,-0.17515007,0.94633198,0.00000078,
-0.47016212,-0.51189840,0.11959502,1.67548645,-0.77635062,1.41344047,-0.57429802,
-0.51332581,-0.51591802,0.81549621,2.05859828,-0.28559726,1.61592925,0.32562095,
-1.04279101,-0.50875878,1.13771963,1.34279203,-1.16099501,0.72714239,0.32562050,
-0.81231117,-0.51292306,1.08841729,0.57021326,-0.03883866,-0.28279915,0.32563958,
-0.80193383,-0.75117302,0.83511388,1.54292583,-0.94526792,1.26396728,-1.49995577,
0.13190821,-1.27936983,0.61033070,-0.17549291,1.21700311,-0.29151627,-0.74839807,
-0.00693923,-1.35515809,0.61027688,-0.87617531,0.57860506,-0.92106724,-0.74841321,
1.13766420,-0.42779145,-1.06342423,2.27173185,0.06045005,1.47621512,-0.74840659,
1.14536989,-0.34129286,-0.54080880,1.76249158,0.27680430,1.29621947,-1.43335724,
1.05418468,-0.80695409,-0.83051628,1.91935360,0.67109066,1.45382845,-0.56806570,
1.20754457,-0.68856931,-0.71126992,2.19743133,0.59009892,1.69112480,0.56946343,
0.70566410,-0.68716609,-0.55358243,1.66215384,0.15109146,1.39486647,1.12409759,
0.70497608,-0.20296161,-0.61086833,0.91472119,-1.15337539,-0.15710373,0.33047339,
0.90018523,-0.71901661,-0.41600460,0.50660580,-1.83999145,-0.78534520,0.83462566,
0.94916362,-0.74493665,-0.41575581,1.19764221,-2.46360588,-1.04166508,-0.20882507,
1.00938702,-0.54223263,-0.38428485,2.21482635,-2.52391267,-1.75520241,1.20278573,
0.83839095,-0.54388344,-0.67044288,1.12303162,-2.38151860,-0.77612692,1.20279360,
0.23986389,-0.42142421,-0.04525064,0.56958061,-3.06552911,0.23297502,1.20279014,
0.24076824,-0.42430595,-0.01326929,0.21904945,-0.45325220,-0.69501221,-0.13611634,
0.05877735,-0.31687728,-0.03177449,-0.65524781,0.07071083,-1.36682248,-0.13610174,
-0.11880466,-0.33579117,-0.49741367,1.42413938,-0.73014051,1.15337312,-0.13609047,
-0.12475806,-0.27402577,0.31269118,1.63063097,-0.24390325,1.04477298,-0.13608836,
0.40827689,-0.06332991,-0.41540679,2.34715700,-0.16576408,1.54755080,-0.13606761,
0.41082662,-0.06417828,-0.01796975,2.16506839,0.23400515,1.54799736,0.91937262,
0.40900683,-0.06557576,-0.18556720,2.45392394,0.00516483,1.64241743,-1.03830326,
-0.50528765,-0.06503287,0.63496631,2.66150689,-0.30079406,1.80755949,-1.03831363,
-0.42611265,-0.43247545,0.77784234,1.74994957,-0.33311328,1.13463092,-1.03830326,
-0.72123462,-0.42031890,-0.06283521,1.29107344,-0.86547798,1.13540721,-1.03829193,
-0.41236904,-0.42199522,1.18015492,2.00806952,0.10772718,1.61118543,-1.03831565,
-0.72614926,-0.56468040,1.08135867,2.24090004,-0.14019966,1.71197402,-2.12890601,
-0.36911330,-0.82010931,1.19246066,1.61838114,-0.32651222,1.33708239,-2.09630299,
-0.43276629,-0.79749143,1.19268322,0.80184203,-1.86132550,0.05248389,-2.09629703,
-0.84642005,-0.71458340,1.36212444,2.15335822,-0.53964180,1.51678586,-2.09629226,
-0.84719664,-0.71619660,1.28045559,1.48090327,-0.62138861,0.86595374,-2.09630537,
-1.26928735,-0.71770096,1.29628873,2.33475971,-0.59419125,1.64552152,-2.09628940,
-0.62720412,-0.67941207,0.71645665,1.59986830,-0.59689623,1.35791147,-2.09630036,
0.03944224,-0.43741813,-0.08275527,2.24034882,-0.10304248,1.76801968,-2.09628010,
0.03932971,-0.42857519,-0.74279720,1.63013518,-0.65764683,1.62837458,-2.09628391,
0.05308700,-0.43114376,-0.08232360,1.41690063,-0.20649141,0.83014321,-1.79968655,
0.60925645,-0.41160038,-0.69203711,0.99677068,-0.04806614,0.53288865,-2.09642005,
0.72350430,-0.42484930,-0.68592060,1.96485853,-0.04929189,1.27025914,-2.09640980,
0.88796341,-0.38650975,-0.08004659,2.13882995,0.59992093,1.70528841,-2.09641623,
0.63591307,-0.44163418,-0.91231245,1.67493272,-0.26498625,1.13475204,-0.86631209,
0.63608837,0.02858417,-0.66076237,2.38456392,-0.27829805,1.47551692,0.43024230,
1.07853651,0.57552427,-0.69308513,2.10853720,0.04485292,0.70013952,0.43023336,
1.07512248,-0.05669928,-0.83696717,1.12228906,1.07589805,0.42545867,-0.58859032,
1.04589546,-0.19610256,-0.81593162,2.24004889,0.12010473,1.58385205,-2.21311998,
0.70536244,-0.00228012,-0.49646869,2.71206713,0.10240631,1.82576597,-2.79444242,
0.63614720,-0.87079084,-0.36399916,1.63723886,0.32179180,1.63222480,-2.79441524,
0.04633593,-0.86977226,-0.43998945,1.47499681,-0.08535881,1.38635468,-1.79075098,
0.21990214,-0.80027181,0.30086818,1.70020020,-0.12746668,1.68610883,0.15631241,
-0.23056991,-0.61047739,1.42629325,1.91971493,0.13547488,1.63348126,0.15631667,
-1.03649986,-0.44094017,0.42822346,2.28974009,-1.03506851,1.85864174,0.15629125,
-0.86502063,-0.57492596,1.18598437,1.93937814,-0.31507501,1.35029817,1.08161974,
-1.02981305,-0.73103666,1.50799417,2.25954580,-0.38779768,1.50738633,1.88583982,
-0.14650355,-1.19077086,1.13623321,-0.82534009,0.27476633,-1.02234769,1.88584471,
0.03905959,-1.26663280,-0.27175799,-0.83772415,-0.17445941,-0.54449582,1.88582563,
-0.06192596,-0.37332442,0.03640268,1.67557013,-0.22735620,1.26873779,0.97813803,
